NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,NPPES Provider State,Specialty Description,Total Claim Count,Distinct Opioid Count,Opioid Claim Count,Percent Opioid Claims
1992859060,MILARDO,SEBASTIAN,064812908,CT,Dentist,17,0,0,0%
1336234608,MILAS,ELENI,063791413,CT,Dentist,15,0,0,0%
1124129226,MILES,MELISSA,061025037,CT,Physician Assistant,32,0,0,0%
1790972347,MILES,JOSHUA,061051208,CT,Physician Assistant,82,1,21,25.61%
1871531988,MILETO,RICHARD,068106162,CT,Podiatry,38,0,0,0%
1518071521,MILEWSKI,STEPHEN,06111,CT,Internal Medicine,7708,4,137,1.78%
1427126465,MILFORD MEDICAL CARE CENTER PC,,06460,CT,General Practice,24,0,0,0%
1427083989,MILITANO,SALVATORE,068106361,CT,Psychiatry & Neurology,24,0,0,0%
1396761458,MILITE,CLAUDIO,060664784,CT,Nephrology,2028,0,0,0%
1053382416,MILJKOVIC,GORAN,066144850,CT,Infectious Disease,1925,2,25,1.3%
1528337953,MILKEY,CHARLENE,069055741,CT,Nurse Practitioner,64,0,0,0%
1902197189,MILLARD,HUN,065191124,CT,Student in an Organized Health Care Education/Training Program,288,0,0,0%
1083689640,MILLEN,DAVID,065191717,CT,Dentist,49,0,0,0%
1861500704,MILLER,NORA,066061300,CT,Obstetrics/Gynecology,27,0,0,0%
1851657159,MILLER,DONALD,068246015,CT,Dentist,47,0,0,0%
1851399794,MILLER,THOMAS,061121513,CT,Physical Medicine and Rehabilitation,1175,11,370,31.49%
1922004845,MILLER,WENDY,060300001,CT,Internal Medicine,25,0,0,0%
1922102102,MILLER,DONALD,06457,CT,Obstetrics/Gynecology,338,0,0,0%
1891757563,MILLER,MARY,068105954,CT,Obstetrics/Gynecology,71,0,0,0%
1881910560,MILLER,CHRISTOPHER,065123220,CT,Student in an Organized Health Care Education/Training Program,17,0,0,0%
1881606663,MILLER,EVELYNE,063822527,CT,Family Practice,3992,8,355,8.89%
1972506780,MILLER,LAURA,064432657,CT,Dentist,46,0,0,0%
1942567482,MILLER,DEVIN,065103220,CT,Student in an Organized Health Care Education/Training Program,22,0,0,0%
1033275698,MILLER,HARVEY,068114821,CT,Dentist,241,1,26,10.79%
1982920591,MILLER,DANIEL,064503293,CT,Internal Medicine,1170,3,70,5.98%
1972740124,MILLER,RONALD,065191106,CT,Internal Medicine,4027,4,80,1.99%
1184982993,MILLER,KERRY-ANN,068304608,CT,Student in an Organized Health Care Education/Training Program,244,0,0,0%
1184692162,MILLER,JEFFREY,063204969,CT,Orthopedic Surgery,119,2,52,43.7%
1164574828,MILLER,RICHARD,060023465,CT,Neuropsychiatry,29,0,0,0%
1154370401,MILLER,NEIL,06708,CT,Internal Medicine,16793,8,330,1.97%
1225241359,MILLER,LESLIE,068246017,CT,Internal Medicine,1326,0,0,0%
1225268626,MILLER,MATTHEW,064181326,CT,Physician Assistant,220,2,48,21.82%
1194911586,MILLER,CATHIE,06484,CT,Certified Nurse Midwife,119,0,0,0%
1215095799,MILLER,RICHARD,06033,CT,Psychiatry,542,1,20,3.69%
1083693873,MILLER,KENNETH,068105954,CT,Rheumatology,1982,6,297,14.98%
1063437820,MILLER,MARY,06488,CT,Internal Medicine,349,0,0,0%
1144270588,MILLER,DIANE,06705,CT,Family Practice,1376,1,14,1.02%
1336180579,MILLER,JOEL,060023463,CT,Internal Medicine,8112,3,39,0.48%
1326062464,MILLER,DOUGLAS,064512121,CT,Gastroenterology,580,0,0,0%
1255303764,MILLER,SETH,068315151,CT,Orthopedic Surgery,43,0,0,0%
1245367937,MILLER,KEVIN,069022419,CT,General Surgery,59,2,38,64.41%
1265532634,MILLER,HYMAN,06831,CT,Thoracic Surgery (Cardiothoracic Vascular Surgery),77,0,0,0%
1528027430,MILLER,GARY,060105103,CT,Internal Medicine,35507,9,970,2.73%
1609083005,MILLER,WAYNE,069023779,CT,Cardiology,1058,0,0,0%
1598898496,MILLER,SUSAN,06437,CT,Midwife,119,0,0,0%
1588975411,MILLER,CHRISTINE,06105,CT,Psychiatry,398,0,0,0%
1629002993,MILLER,DEBORAH,068514906,CT,Dentist,43,0,0,0%
1629239215,MILLER,JEFFREY,060300001,CT,Maxillofacial Surgery,118,1,24,20.34%
1639111891,MILLER,BETHANY,063822527,CT,Physician Assistant,18,0,0,0%
1538502505,MILLER,CORRIE,068106099,CT,Student in an Organized Health Care Education/Training Program,11,0,0,0%
1558369215,MILLER,DEBRA,063205917,CT,Dermatology,1227,0,0,0%
1578570594,MILLER,DENIS,06405,CT,Internal Medicine,4911,1,28,0.57%
1578534640,MILLER,JEFFREY,067906669,CT,Allergy/Immunology,1301,4,163,12.53%
1568485035,MILLER,ALAN,069055795,CT,Dentist,56,0,0,0%
1588736441,MILLER,HELEN,06610,CT,Psychiatry,2417,0,0,0%
1700989886,MILLER,SUZANNE,064896006,CT,Obstetrics/Gynecology,179,0,0,0%
1699824078,MILLER,GARY,061031801,CT,Physician Assistant,843,6,205,24.32%
1699796524,MILLER,AURORA,068106099,CT,Internal Medicine,98,0,0,0%
1649415977,MILLER,JENNIFER,068774053,CT,Nurse Practitioner,629,0,0,0%
1659397461,MILLER,MARY,067061221,CT,Nurse Practitioner,201,0,0,0%
1770734212,MILLER,RICHARD,068306086,CT,Dentist,13,0,0,0%
1801855101,MILLER,STUART,066115343,CT,Internal Medicine,12804,5,202,1.58%
1811090970,MILLERICK,JOSEPH,06708,CT,Obstetrics/Gynecology,98,0,0,0%
1922444355,MILLET,JOHN,065103220,CT,Student in an Organized Health Care Education/Training Program,12,0,0,0%
1831101922,MILLIGAN,JANE,06525,CT,Nurse Practitioner,29,0,0,0%
1437266079,MILLIKEN,LAURA,060406059,CT,Nurse Practitioner,308,2,24,7.79%
1194747113,MILLINGER,GARY,061052372,CT,Dentist,40,0,0,0%
1487696282,MILLMAN,ERIC,065101028,CT,Neuropsychiatry,84,0,0,0%
1043656879,MILLS,EMILY,060302947,CT,Student in an Organized Health Care Education/Training Program,16,0,0,0%
1770726390,MILLS,REVERSA,06708,CT,Student in an Organized Health Care Education/Training Program,52,0,0,0%
1659336303,MILNE,CATHERINE,067822608,CT,Nurse Practitioner,228,1,15,6.58%
1932171147,MILNER,MARK,06518,CT,Ophthalmology,2797,0,0,0%
1043356140,MILONE,MITCHELL,064574704,CT,Dentist,44,0,0,0%
1366482556,MILSTEIN,PETER,06385,CT,Cardiology,4883,0,0,0%
1598799157,MILSTEIN,ROBERT,06519,CT,Psychiatry,161,0,0,0%
1336123629,MILSTONE,LEONARD,06519,CT,Dermatology,159,0,0,0%
1578560132,MILSTONE,ELLEN,065183248,CT,Dermatology,336,0,0,0%
1144385030,MILTON,DENISE,06410,CT,Registered Nurse,48,0,0,0%
1265745376,MIN,ELIJAH,069023628,CT,Student in an Organized Health Care Education/Training Program,11,0,0,0%
1689923047,MINCHER,KATIE,061025037,CT,Physician Assistant,66,0,0,0%
1780694513,MINCHIK,DANIEL,068515726,CT,Dentist,12,0,0,0%
1942443171,MINER,BRIENNE,06520,CT,Internal Medicine,60,0,0,0%
1225125933,MINER,DAVID,064573647,CT,Internal Medicine,3970,4,64,1.61%
1487772943,MINER,NANCY,060403731,CT,Certified Clinical Nurse Specialist,2415,0,0,0%
1487689170,MINER,CHARLES,068204523,CT,Internal Medicine,755,1,13,1.72%
1518922608,MINER,W,06762,CT,Physician Assistant,263,4,131,49.81%
1619040391,MINGOLELLI,DAVID,061025037,CT,Physician Assistant,152,1,29,19.08%
1275568701,MINGRONE,ROBERT,065164100,CT,Optometry,128,0,0,0%
1255344198,MINI,SANDRA,06831,CT,Internal Medicine,659,4,69,10.47%
1760445290,MINKIN,MARY JANE,06510,CT,Obstetrics/Gynecology,1066,0,0,0%
1346237500,MINOTTI,PHILIP,065183209,CT,Orthopedic Surgery,449,3,248,55.23%
1366453243,MINTELL,DAVID,061183239,CT,Internal Medicine,7897,3,101,1.28%
1598917890,MINTO,MARY,061025037,CT,Physician Assistant,13,0,0,0%
1679538334,MINTZ,ABRAHAM,066113463,CT,Neurosurgery,44,0,0,0%
1780741249,MIRABILE,CHARLES,06069,CT,Psychiatry & Neurology,203,0,0,0%
1437234622,MIRABILE LEVENS,ELIZABETH,06708,CT,Pulmonary Disease,1258,0,0,0%
1508064452,MIRANDA,JUSTINE ARNESSA,060823889,CT,Internal Medicine,38,0,0,0%
1114914553,MIRANDA,MICHAEL,061083212,CT,Anesthesiology,35,0,0,0%
1205833308,MIRANDA,MICHAEL,061065501,CT,Orthopedic Surgery,113,1,23,20.35%
1639431349,MIRCIC,MAJA,060300001,CT,Student in an Organized Health Care Education/Training Program,22,0,0,0%
1083667265,MIRECKI,FRANCIS,063851234,CT,Cardiology,2207,0,0,0%
1962790006,MIRON CARCAMO,LUIS,060300001,CT,Dentist,36,0,0,0%
1073516969,MIRONOV,DMITRY,068503852,CT,Anesthesiology,21,1,11,52.38%
1467428532,MIRTH,MARIA CHRISTINA,060521743,CT,Colorectal Surgery (formerly proctology),217,1,18,8.29%
1619136454,MIRUCKI,CHRIS,060321956,CT,Dentist,11,0,0,0%
1033185087,MIRWALD,ERIKA,068503852,CT,Physician Assistant,37,0,0,0%
1609059732,MIRZA,MISHAL,068106099,CT,Obstetrics/Gynecology,47,0,0,0%
1447690490,MIRZA,NAILA,068105660,CT,Student in an Organized Health Care Education/Training Program,21,0,0,0%
1508155243,MIRZA,SHIREEN,060300001,CT,Student in an Organized Health Care Education/Training Program,49,0,0,0%
1497701072,MIRZA,ATIQUE,061054318,CT,Cardiology,2467,0,0,0%
1306854997,MIRZA,FARYAL,060300001,CT,Endocrinology,700,0,0,0%
1225165137,MISHRA,MARGARET,065103220,CT,Nurse Practitioner,1506,2,79,5.25%
1871592667,MISIAK,JOSEPH,060952759,CT,Internal Medicine,516,0,0,0%
1770772063,MISIASZEK,NICOLE,060823853,CT,Physician Assistant,709,0,0,0%
1356516850,MISIASZEK,RICHARD,06052,CT,Emergency Medicine,264,2,83,31.44%
1437201076,MISIEWICZ,THOMAS,060821289,CT,Optometry,35,0,0,0%
1205883790,MISRA,BISMRUTA,069022419,CT,Internal Medicine,1144,0,0,0%
1386965101,MISRA,RUNJHUN,060300001,CT,Internal Medicine,168,0,0,0%
1033319793,MISRA,MONIQUE,066051200,CT,Internal Medicine,492,0,0,0%
1649533472,MISSIH,OMOTOKE,064924914,CT,Student in an Organized Health Care Education/Training Program,40,0,0,0%
1407951122,MISTRY,SHILPA,06510,CT,Physician Assistant,146,0,0,0%
1760469092,MITCHARD,WILLIAM,064506030,CT,Podiatry,102,0,0,0%
1609874627,MITCHEL,JOSEPH,061065501,CT,Cardiology,904,0,0,0%
1447314695,MITCHELL,MARTHA,06519,CT,Nurse Practitioner,173,0,0,0%
1467458497,MITCHELL,PAUL,060322547,CT,Ophthalmology,38,0,0,0%
1962505040,MITCHELL,KEVIN,06810,CT,Obstetrics/Gynecology,155,0,0,0%
1417968884,MITCHELL,PAUL,061051770,CT,Dentist,38,1,13,34.21%
1326152844,MITCHELL,MARIANNE,068106099,CT,Nurse Practitioner,1752,0,0,0%
1265561195,MITCHELL,NANCY,061052416,CT,Certified Clinical Nurse Specialist,16,0,0,0%
1285738336,MITCHEOM,KATHLEEN,06513,CT,Certified Nurse Midwife,18,0,0,0%
1255598629,MITRA,KATHRYN,066064201,CT,Nurse Practitioner,46,0,0,0%
1417946179,MITRA,AVIJIT,064923048,CT,Psychiatry,257,0,0,0%
1235441023,MITSIS,DEMYTRA,060300001,CT,Student in an Organized Health Care Education/Training Program,79,0,0,0%
1548606833,MITTAL,YASH,065103206,CT,Student in an Organized Health Care Education/Training Program,32,0,0,0%
1982667168,MITTAL,SANJAY,060303835,CT,Neurology,755,0,0,0%
1407167810,MITTAL,SHILPI,060321956,CT,Student in an Organized Health Care Education/Training Program,113,0,0,0%
1255322996,MITTAUER,MARK,063495600,CT,Psychiatry,9943,0,0,0%
1770849663,MITTLEMAN,AMELIA,064103158,CT,Physician Assistant,209,0,0,0%
1841274560,MITTLEMAN,CRAIG,067082613,CT,Emergency Medicine,179,1,34,18.99%
1205122579,MITULESCU,LAVINIA,068503815,CT,Student in an Organized Health Care Education/Training Program,358,0,0,0%
1841368149,MIZAK,DANIEL,064845211,CT,Family Practice,387,0,0,0%
1275899346,MIZRACHI,REBECCA,06608,CT,Nurse Practitioner,852,0,0,0%
1205842812,MIZUKOVSKI FINKEL,KATHERINE,068246007,CT,Dentist,22,0,0,0%
1255353199,MLYNARSKI,FRANCIS,063852805,CT,Otolaryngology,632,1,15,2.37%
1578853404,MOADEL,TIFFANY,065191362,CT,Emergency Medicine,69,0,0,0%
1427053958,MOALLI,DANIEL,063204730,CT,Neurology,100,0,0,0%
1912195918,MOBASHERY,NILOUFAR,063205410,CT,Infectious Disease,25,0,0,0%
1124344189,MOBIGLIA,JAIME,068106099,CT,Physician Assistant,24,0,0,0%
1760633986,MOBLEY,LAKISHA,06102,CT,Nurse Practitioner,266,1,20,7.52%
1700043270,MOCANU,MICHAELA,068503815,CT,Internal Medicine,90,0,0,0%
1245585678,MODAK,JANHAVI,060300001,CT,Student in an Organized Health Care Education/Training Program,151,0,0,0%
1598949885,MODEL,LYNN,06510,CT,Student in an Organized Health Care Education/Training Program,34,0,0,0%
1316006638,MODESTO LOWE,VANIA,06457,CT,Psychiatry,202,0,0,0%
1073744777,MODI,NISHIT,064891547,CT,Dentist,192,3,83,43.23%
1992813224,MODICA,JOHN,06260,CT,Cardiology,36,0,0,0%
1720011943,MODWEL,KUMKUM,067903918,CT,Family Practice,5270,3,98,1.86%
1487745022,MODY,HIREN,069023628,CT,Internal Medicine,119,0,0,0%
1205921590,MOECKEL,BRUCE,064574777,CT,Orthopedic Surgery,1127,10,844,74.89%
1629067392,MOELING,BARBARA,068205403,CT,Nurse Practitioner,38,0,0,0%
1679509509,MOFFA,FREDERICK,060352304,CT,Optometry,48,0,0,0%
1184798480,MOFFETT,CATHARINE,063205920,CT,Nurse Practitioner,14,0,0,0%
1912255282,MOFIDI,ROSHANAK,064181326,CT,Student in an Organized Health Care Education/Training Program,95,0,0,0%
1043643992,MOGAN,SUSAN,064682280,CT,Nurse Practitioner,146,4,68,46.58%
1679561831,MOGELOF,ANDREW,066155843,CT,Dentist,71,0,0,0%
1821255589,MOGELOF,DEBORAH,068801201,CT,Internal Medicine,239,1,19,7.95%
1811919319,MOGELOF,SCOTT,066155843,CT,Dentist,14,0,0,0%
1912285974,MOHAMED,NASSER,061051207,CT,Student in an Organized Health Care Education/Training Program,480,0,0,0%
1962848457,MOHAMED,BETHANN,065103220,CT,Student in an Organized Health Care Education/Training Program,33,0,0,0%
1952578809,MOHAMMAD,AMIR,065103220,CT,Internal Medicine,44,0,0,0%
1821001728,MOHAMMADI,SHAHRZAD,069022113,CT,Pediatric Medicine,16,0,0,0%
1093756488,MOHAMMADI,ABBAS,060403863,CT,Dentist,61,0,0,0%
1235345430,MOHAMMADU,FAWZU,064574700,CT,Family Practice,3130,2,45,1.44%
1811287972,MOHAMMED,SHOEB,068106099,CT,Internal Medicine,113,0,0,0%
1457795460,MOHAMMED,AISHAT,066064201,CT,Student in an Organized Health Care Education/Training Program,27,0,0,0%
1376733139,MOHAMMED,IRSHAD,060104752,CT,Dentist,18,0,0,0%
1518212455,MOHAN,MANIK,062601833,CT,Dentist,58,0,0,0%
1881729622,MOHANRAJ,NAVARATNASINGAM,060521331,CT,Internal Medicine,4466,2,63,1.41%
1306166202,MOHANTY,ARPAN,065103206,CT,Student in an Organized Health Care Education/Training Program,112,0,0,0%
1376812065,MOHAREB,AMIR,065103206,CT,Student in an Organized Health Care Education/Training Program,88,0,0,0%
1205800463,MOHRER,PETER,064056551,CT,Psychiatry,1748,0,0,0%
1861475931,MOHSENIN,VAHID,065191304,CT,Pulmonary Disease,45,0,0,0%
1053638312,MOHSENIN,AMIR,065102715,CT,Ophthalmology,49,0,0,0%
1639483373,MOHTAT,DAVOUD,065103206,CT,Pediatric Medicine,16,0,0,0%
1871920611,MOI,MICHAEL,069023628,CT,Physician Assistant,13,0,0,0%
1154396893,MOIENAFSHARI,MOHAMMAD REZA,064922400,CT,Internal Medicine,1154,1,16,1.39%
1659565216,MOJCIK,CHRISTOPHER,066064225,CT,Rheumatology,783,3,52,6.64%
1447515978,MOKHTARI,MOHAMMADREZA,061063309,CT,Student in an Organized Health Care Education/Training Program,93,0,0,0%
1528387149,MOKTADER,MEHWISH,064573649,CT,Student in an Organized Health Care Education/Training Program,595,0,0,0%
1578761391,MOLINA,MARCO,060302803,CT,Diagnostic Radiology,24,0,0,0%
1497979223,MOLINARO,STEPHEN,068776129,CT,Dentist,17,0,0,0%
1083788202,MOLINELLI,BRUCE,068072152,CT,General Surgery,11,0,0,0%
1861419400,MOLINELLI,ELIZABETH,068306086,CT,Obstetrics/Gynecology,135,0,0,0%
1417117409,MOLISSE,THERESA,065162770,CT,Internal Medicine,12,0,0,0%
1205800836,MOLK,RICHARD,060332232,CT,Ophthalmology,844,0,0,0%
1831186584,MOLL,DAVID,064012135,CT,Endocrinology,8632,4,104,1.2%
1043467855,MOLLER,COURTNEY,065162770,CT,Physician Assistant,58,0,0,0%
1770582884,MOLLER,MARY,065133733,CT,Certified Clinical Nurse Specialist,110,0,0,0%
1649281544,MOLLICA,MELANIE,067904643,CT,Nurse Practitioner,1825,3,136,7.45%
1023138302,MOLLOW,MICHAEL,064711826,CT,Dentist,16,0,0,0%
1134130263,MOLLOY,EDWARD,06824,CT,Internal Medicine,1925,0,0,0%
1487728754,MOLLOY,DEBORAH,064101254,CT,Nurse Practitioner,516,0,0,0%
1871613778,MOLYNEAUX,EDWARD,061072486,CT,Dentist,39,0,0,0%
1366436537,MONACO,PAUL,065182924,CT,Internal Medicine,23000,10,497,2.16%
1154321974,MONAHAN,TIMOTHY,062393533,CT,Dermatology,977,0,0,0%
1336125335,MONDA,JILL,065191106,CT,Nurse Practitioner,693,4,145,20.92%
1508192410,MONDESIR,NORLYNE,061202508,CT,Nurse Practitioner,692,1,11,1.59%
1073872552,MONEGRO,ALBERTO,069023628,CT,Student in an Organized Health Care Education/Training Program,292,0,0,0%
1639512395,MONFARED,MARJON,069022419,CT,Student in an Organized Health Care Education/Training Program,44,0,0,0%
1922303361,MONGARE,JAPHETH,064571761,CT,Podiatry,291,0,0,0%
1871563247,MONGELLUZZO,PHILIP,06705,CT,Internal Medicine,14842,14,905,6.1%
1073536710,MONGILLO,NICHOLAS,066141300,CT,Pediatric Medicine,35,0,0,0%
1558324228,MONGILLO,ANTHONY,066064237,CT,Internal Medicine,8161,5,321,3.93%
1811917289,MONGILLO,FRANK,065102006,CT,Internal Medicine,7064,9,569,8.05%
1508863226,MONROE,JOHN,063204902,CT,Family Practice,11117,10,873,7.85%
1659376002,MONROE,JEFFREY,068104146,CT,Otolaryngology,259,0,0,0%
1518057942,MONSARRAT,MICHAEL,06757,CT,Dentist,71,0,0,0%
1003895327,MONTAGUE,KATHY,062262018,CT,Dentist,65,0,0,0%
1881663599,MONTAGUE,PAUL,061072106,CT,Optometry,17,0,0,0%
1013055888,MONTALVO,MARGARITA,062262340,CT,Dentist,84,0,0,0%
1164414298,MONTANEZ,EMMA,061183243,CT,Internal Medicine,3643,5,165,4.53%
1124111828,MONTANO,RONALD,06512,CT,Oral Surgery (dentists only),55,1,16,29.09%
1336208396,MONTANO,CAROLE,06112,CT,Nurse Practitioner,2096,0,0,0%
1487673208,MONTANO,CHARLES,064162441,CT,Internal Medicine,2609,1,12,0.46%
1447252192,MONTANO,JEFFREY,066082409,CT,Physician Assistant,4215,1,123,2.92%
1902992514,MONTANYE,JUSTIN,06451,CT,Neurology,1337,5,90,6.73%
1558346338,MONTEIRO,NIRMALA,06824,CT,Internal Medicine,2554,0,0,0%
1457662181,MONTEIRO,CARLA,066145333,CT,Dentist,14,0,0,0%
1164765970,MONTENEGRO,ROBERTO,065103220,CT,Student in an Organized Health Care Education/Training Program,48,0,0,0%
1386747475,MONTESANO,BESSIE,06810,CT,Obstetrics/Gynecology,207,0,0,0%
1457354086,MONTESI-ENTERS,DONNA,065163774,CT,Nurse Practitioner,372,7,171,45.97%
1841438751,MONTESINO,ERNESTO,065103220,CT,Infectious Disease,494,0,0,0%
1053606756,MONTGOMERY,ANDREA,060321994,CT,Student in an Organized Health Care Education/Training Program,18,0,0,0%
1649200163,MONTI,DAVID,061028000,CT,Physical Medicine and Rehabilitation,1037,11,470,45.32%
1396707840,MONTICCIOLO,MARIE,06067,CT,Internal Medicine,3179,1,60,1.89%
1790747970,MONTICCIOLO,RICHARD,06067,CT,Internal Medicine,1968,1,51,2.59%
1558478305,MONTMINY,JOHN,06102,CT,Family Practice,181,1,33,18.23%
1689668287,MONZON,ANGELA,064926012,CT,Nurse Practitioner,127,0,0,0%
1023452257,MOOK,AMANDA,061028000,CT,Student in an Organized Health Care Education/Training Program,135,0,0,0%
1093832537,MOONEY,JOSEPH,068105635,CT,Dentist,18,0,0,0%
1346373354,MOONEY,BRIAN,067905665,CT,Dentist,24,0,0,0%
1295863074,MOONEY,JOHN,062601835,CT,Dentist,48,0,0,0%
1306074570,MOONEY,JAMES,064772845,CT,Preventive Medicine,51,0,0,0%
1598941585,MOORCROFT,THOMAS,06037,CT,Family Practice,341,1,13,3.81%
1598739369,MOORE,PAMELA,062682260,CT,Emergency Medicine,7753,5,180,2.32%
1639158785,MOORE,HENRY,069013006,CT,Optometry,63,0,0,0%
1568476935,MOORE,DANIEL,06518,CT,Psychiatry,1875,0,0,0%
1578626214,MOORE,JOHN,068514647,CT,Psychiatry,2969,0,0,0%
1588700538,MOORE,EILEEN,063602645,CT,Nurse Practitioner,639,0,0,0%
1447536461,MOORE,CHRISTOPHER,067762560,CT,Physician Assistant,266,5,132,49.62%
1649368135,MOORE,FRANK,065103220,CT,Physician Assistant,56,0,0,0%
1679554240,MOORE,CHRISTOPHER,065103220,CT,Emergency Medicine,66,0,0,0%
1730246281,MOORE,HALLIE,061054230,CT,Psychiatry & Neurology,56,0,0,0%
1730167891,MOORE,JESSIE,065114417,CT,Nurse Practitioner,35,0,0,0%
1033389192,MOORE,MARYBETH,061101026,CT,Physician Assistant,765,0,0,0%
1194795971,MOORE,MICHELLE,060106662,CT,Optometry,63,0,0,0%
1154596997,MOORE,MEAGAN,065103220,CT,Student in an Organized Health Care Education/Training Program,45,0,0,0%
1174631006,MOORE,PAMELA,061191505,CT,Dentist,11,0,0,0%
1407086614,MOORE,RACHEL,061094362,CT,Nurse Practitioner,488,0,0,0%
1396937884,MOORE,SHAWNA,068106099,CT,Nurse Practitioner,2010,0,0,0%
1366461790,MOORE,CALEB,067082505,CT,Internal Medicine,852,0,0,0%
1285717009,MOORE,PAMELA,06111,CT,Psychiatry & Neurology,31,0,0,0%
1275899437,MOORE,DAVID,065103220,CT,Student in an Organized Health Care Education/Training Program,19,0,0,0%
1265727556,MOORE,NICHOLAS,061051207,CT,Family Practice,486,0,0,0%
1417243619,MOORES,CRAIG,065103220,CT,Student in an Organized Health Care Education/Training Program,22,0,0,0%
1992776454,MOORMAN,JEFFREY,061051208,CT,Emergency Medicine,227,1,23,10.13%
1063640696,MORAIS,ANA PAULA,060301935,CT,Student in an Organized Health Care Education/Training Program,147,0,0,0%
1699915769,MORALES,GERTRUDE,067906679,CT,Psychiatry,2399,0,0,0%
1366477812,MORALES,ARTURO,061063310,CT,Psychiatry,431,0,0,0%
1356571558,MORALES,LAUREN,06850,CT,Physician Assistant,62,0,0,0%
1104058643,MORALES,TRACY,061028000,CT,General Surgery,65,1,51,78.46%
1841451291,MORALES,DONNA CHELLE,060321956,CT,Student in an Organized Health Care Education/Training Program,215,0,0,0%
1952617391,MORALES,AMY,064781597,CT,Nurse Practitioner,710,5,321,45.21%
1952552481,MORALES,ANABELLE,066102805,CT,Student in an Organized Health Care Education/Training Program,254,0,0,0%
1821090432,MORALES-MARIN,JOSE,061051217,CT,Physician Assistant,226,1,13,5.75%
1336442540,MORAN,MOLLY,062262018,CT,Nurse Practitioner,2383,4,133,5.58%
1891782058,MORAN,THOMAS,065183209,CT,Orthopedic Surgery,184,2,95,51.63%
1841301322,MORAN,STEPHEN,060322461,CT,Dentist,19,0,0,0%
1033260310,MORAN,BRETE,064053800,CT,Dentist,177,1,22,12.43%
1801897418,MORAN,ANDREA,060302875,CT,Nurse Practitioner,500,4,195,39%
1477656544,MORAN,POLLY,06010,CT,Certified Nurse Midwife,79,0,0,0%
1518306638,MORANT,RICARDO,064751751,CT,Dentist,32,0,0,0%
1417908674,MORASKI,GWENDOLYN,061051208,CT,Anesthesiology,23,0,0,0%
1508080573,MORASKI,STANLEY,06790,CT,Dentist,86,0,0,0%
1043277890,MORCOS,SAMER,062262041,CT,Internal Medicine,558,0,0,0%
1679549547,MORDAVSKY,DONALD,060423556,CT,Pediatric Medicine,22,0,0,0%
1235160318,MOREIRA,IRENE,068042647,CT,Internal Medicine,2282,4,99,4.34%
1275505950,MOREL,MARCO,061191505,CT,Obstetrics/Gynecology,72,0,0,0%
1376650986,MORELLI,ERIN,065114403,CT,Certified Nurse Midwife,25,0,0,0%
1467574582,MORELLI,MARIANNE,068041830,CT,Dentist,26,0,0,0%
1821387036,MORENO,JORGE,064053730,CT,Internal Medicine,379,0,0,0%
1275717241,MORENO,CLAUDIA,065191124,CT,Psychiatry,76,0,0,0%
1790051977,MORENO DE LUCA,DANIEL,065103220,CT,Student in an Organized Health Care Education/Training Program,27,0,0,0%
1679828594,MORERA,RANDALL,06030,CT,Student in an Organized Health Care Education/Training Program,27,0,0,0%
1033464771,MOREY,BRIAN,06105,CT,Physician Assistant,36,0,0,0%
1770746786,MORGAN,PRINCE,061061541,CT,Dentist,54,1,11,20.37%
1790914596,MORGAN,MARIELLE,061051770,CT,Physician Assistant,68,1,14,20.59%
1609804905,MORGAN,HARRY,060331281,CT,Geriatric Psychiatry,6984,0,0,0%
1265430219,MORGAN,LANCELOT,060421771,CT,Physician Assistant,80,2,33,41.25%
1376502211,MORGAN,CHARLES,066102811,CT,Psychiatry,484,0,0,0%
1386843373,MORGAN,DAVID,061114208,CT,Student in an Organized Health Care Education/Training Program,77,1,26,33.77%
1164495487,MORGAN,ROBERT,060404131,CT,Internal Medicine,33,1,11,33.33%
1073593307,MORGAN,ANTHONY,064151128,CT,Podiatry,66,0,0,0%
1952320673,MORGAN,PETER,065191109,CT,Psychiatry,111,0,0,0%
1003890542,MORGAN,DENNIS,060824571,CT,Internal Medicine,11,0,0,0%
1922004290,MORGAN,DANIELLE,065113924,CT,Nurse Practitioner,456,0,0,0%
1992728430,MORGANELLI,ELAINE,069023633,CT,Obstetrics/Gynecology,56,0,0,0%
1801884820,MORGANTI,ANTHONY,060103908,CT,Dentist,19,0,0,0%
1497769608,MORGENSTEIN,GINA,064921832,CT,Physician Assistant,173,0,0,0%
1194718668,MORGENSTERN,JEFFREY,061065501,CT,Urology,989,1,12,1.21%
1538278726,MORIARTY,JOHN,065114405,CT,Internal Medicine,24,0,0,0%
1275867301,MORIARTY,LISA,060742712,CT,Nurse Practitioner,1085,1,17,1.57%
1508152208,MORIELLO-CONTE,DAYNNA,066064201,CT,Family Practice,198,0,0,0%
1689659898,MORITZ,ERNEST,065102716,CT,Pulmonary Disease,372,0,0,0%
1316291396,MORLEY,STEPHEN,06473,CT,Nurse Practitioner,21,0,0,0%
1053349407,MORLEY,JOSEPH,067083352,CT,Cardiology,5453,0,0,0%
1700859006,MORO,RICHARD,063204621,CT,Physician Assistant,1710,9,260,15.2%
1255358230,MORO-DE-CASILLAS,MARIA,063602247,CT,Neurology,1302,0,0,0%
1184673188,MOROCZ,DIANA,066144968,CT,Internal Medicine,145,0,0,0%
